Level	Kanji	Meaning	Meaning Elements	Radical Components	Meaning Mnemonic	Type	DO NOT CHANGE	Tags
59	卑	Lowly,Base	"<p class=""element-item primary""> Lowly </p>,<p class=""element-item""> Base </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>丶</jp-symbol></span><p>Drop</p></radical><radical class=""component""><span><jp-symbol>田</jp-symbol></span><p>Rice Paddy</p></radical><radical class=""component""><span><jp-symbol>十</jp-symbol></span><p>Cross</p></radical></div>"	You <radical>drop</radical> to the ground in a <radical>rice paddy</radical>, and then <radical>drop</radical> down in front of the <radical>cross</radical> you keep on you because you're trying to make yourself as <kanji>lowly</kanji> as you can in front of God. He said to lower yourself and this is the only way you can interpret that.<br><br>  - Hint: Imagine dropping down in a rice paddy, then again in front of your cross. Be as lowly as you can make yourself.	Kanji Meaning	-	Kanji_Meaning Level_59
59	姻	Marry	"<p class=""element-item primary""> Marry </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>女</jp-symbol></span><p>Woman</p></radical><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical><radical class=""component""><span><jp-symbol>大</jp-symbol></span><p>Big</p></radical></div>"	You meet a <radical>woman</radical> whose <radical>mouth</radical> is <radical>big</radical> and you instantly know this is the person you want to <kanji>marry</kanji>.<br><br>  - Hint: When you think about the person you want to marry, picture their mouth wide in a big, beautiful smile, a wide-open laugh. That's the lady for you, alright!	Kanji Meaning	-	Kanji_Meaning Level_59
59	忌	Mourning	"<p class=""element-item primary""> Mourning </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>己</jp-symbol></span><p>Oneself</p></radical><radical class=""component""><span><jp-symbol>心</jp-symbol></span><p>Heart</p></radical></div>"	If you only let <radical>oneself</radical> (yourself) into your <radical>heart</radical>, you'll end up <kanji>mourning</kanji> all of the loves and friendships you could have had but didn't let in.<br><br>  - Hint: Picture yourself all alone. You never let anyone into your heart but yourself, and now you're mourning the life and friends you could have had.	Kanji Meaning	-	Kanji_Meaning Level_59
59	曹	Official	"<p class=""element-item primary""> Official </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>一</jp-symbol></span><p>Ground</p></radical><radical class=""component""><span><jp-symbol>曲</jp-symbol></span><p>Music</p></radical><radical class=""component""><span><jp-symbol>日</jp-symbol></span><p>Sun</p></radical></div>"	When under<radical>ground</radical> <radical>music</radical> makes it out into the light of the <radical>sun</radical> (the public), it finally becomes <kanji>official</kanji>. Music isn't really real unless people hear it outside of those secret underground concerts.<br><br>  - Hint: Think of all that music you listened to underground but not in the light of the sun. None of that was official music. None of it!	Kanji Meaning	-	Kanji_Meaning Level_59
59	峠	Peak	"<p class=""element-item primary""> Peak </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>山</jp-symbol></span><p>Mountain</p></radical><radical class=""component""><span><jp-symbol>上</jp-symbol></span><p>Above</p></radical><radical class=""component""><span><jp-symbol>下</jp-symbol></span><p>Below</p></radical></div>"	If you're on a <radical>mountain</radical> looking from <radical>above</radical> to <radical>below</radical> that means you're on the <kanji>peak</kanji> of the mountain.<br><br>  - Hint: Imagine standing right at the peak of a mountain looking at down from above and everything down below. You're really, really high up!	Kanji Meaning	-	Kanji_Meaning Level_59
59	吟	Recital	"<p class=""element-item primary""> Recital </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical><radical class=""component""><span><jp-symbol>今</jp-symbol></span><p>Now</p></radical></div>"	We want you to say things with your <radical>mouth</radical> right <radical>now</radical> because it's <kanji>recital</kanji> time! Go, perform please. What do you mean you didn't know the recital was right now? Well, tough luck. Recite!<br><br>  - Hint: The recital is happening now. So open your mouth and start already!	Kanji Meaning	-	Kanji_Meaning Level_59
59	礁	Reef	"<p class=""element-item primary""> Reef </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>石</jp-symbol></span><p>Stone</p></radical><radical class=""component""><span><jp-symbol>隹</jp-symbol></span><p>Turkey</p></radical><radical class=""component""><span><jp-symbol>灬</jp-symbol></span><p>Boil</p></radical></div>"	The <radical>stone</radical> that looks like a <radical>turkey</radical> <radical>boil</radical>ing underwater is just a <kanji>reef</kanji>.<br><br>  - Hint: It may seem like there are a bunch of turkeys under there, but it's just the shape the reef takes. Though I guess if you're looking from above the water it really does look like a bunch of turkeys freaking out.	Kanji Meaning	-	Kanji_Meaning Level_59
59	沙	Sand	"<p class=""element-item primary""> Sand </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>少</jp-symbol></span><p>Few</p></radical></div>"	People think <radical>tsunami</radical>s are only made of water but they have a <radical>few</radical> pieces of <kanji>sand</kanji> in there too. There's actually more sand in the ocean than most people think. And tsunamis can't just have water and sharks in them. A few grains of sand will always slip in.<br><br>  - Hint: Imagine how those few grains of sand feel to get swept up into a tsunami. They didn't ask for this. They just wanted to stay at the bottom of the sea.	Kanji Meaning	-	Kanji_Meaning Level_59
59	蔑	Scorn,Neglect	"<p class=""element-item primary""> Scorn </p>,<p class=""element-item""> Neglect </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>艹</jp-symbol></span><p>Flowers</p></radical><radical class=""component""><span><jp-symbol>罒</jp-symbol></span><p>Net</p></radical><radical class=""component""><span><jp-symbol>戈</jp-symbol></span><p>Drunkard</p></radical><radical class=""component""><span><jp-symbol>丿</jp-symbol></span><p>Slide</p></radical><radical class=""component""><span><jp-symbol>丶</jp-symbol></span><p>Drop</p></radical></div>"	In a <radical>flowers</radical> <radical>net</radical> a <radical>drunkard</radical> <radical>slide</radical>s down like a <radical>drop</radical>. There they stay, an icon of <kanji>scorn</kanji> and <kanji>neglect</kanji>.<br><br>  - Hint: It's embarrassing to fall down a flowers net while drunk. Despite that, there you are. Everyone who goes by scorns you or neglects you.	Kanji Meaning	-	Kanji_Meaning Level_59
59	汰	Select	"<p class=""element-item primary""> Select </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>太</jp-symbol></span><p>Fat</p></radical></div>"	If the <radical>tsunami</radical> that's heading for your village is <radical>fat</radical> you should try to <kanji>select</kanji> a different one to hit instead. You don't want to select fat tsunamis because they do more damage.<br><br>  - Hint: Imagine being at the tsunami store and selecting the least fat one there.	Kanji Meaning	-	Kanji_Meaning Level_59
59	紡	Spinning,Spin	"<p class=""element-item primary""> Spinning </p>,<p class=""element-item""> Spin </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>糸</jp-symbol></span><p>Thread</p></radical><radical class=""component""><span><jp-symbol>方</jp-symbol></span><p>Direction</p></radical></div>"	Move <radical>thread</radical> in the right <radical>direction</radical> and you'll end up <kanji>spinning</kanji> it into yarn. Then you can spin that yarn into a sweater or a scarf with your favorite half tofu half fugu mascot on it!<br><br>  - Hint: Imagine spinning thread into whatever your imagination wants.	Kanji Meaning	-	Kanji_Meaning Level_59
59	遷	Transition	"<p class=""element-item primary""> Transition </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-scooter""></i></jp-symbol></span><p>Scooter</p></radical><radical class=""component""><span><jp-symbol>覀</jp-symbol></span><p>Helicopter</p></radical><radical class=""component""><span><jp-symbol>大</jp-symbol></span><p>Big</p></radical><radical class=""component""><span><jp-symbol>己</jp-symbol></span><p>Oneself</p></radical></div>"	Going from a <radical>scooter</radical> to a <radical>helicopter</radical> that's <radical>big</radical> even for yourself (<radical>oneself</radical>), is huge <kanji>transition</kanji>.<br><br>  - Hint: It's an upward transition, so that's nice, but it's still going to take you a long time to get used to using a big helicopter instead of a scooter.	Kanji Meaning	-	Kanji_Meaning Level_59
59	叔	Uncle,Aunt	"<p class=""element-item primary""> Uncle </p>,<p class=""element-item""> Aunt </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>上</jp-symbol></span><p>Above</p></radical><radical class=""component""><span><jp-symbol>小</jp-symbol></span><p>Small</p></radical><radical class=""component""><span><jp-symbol>又</jp-symbol></span><p>Stool</p></radical></div>"	There were lots of things that were <radical>above</radical> you when you were <radical>small</radical> that you would need a <radical>stool</radical> to reach, so you just asked your <kanji>aunt</kanji> or <kanji>uncle</kanji> to get them for you.<br><br>  - Hint: Your parents didn't want you having those things, which is why they put them up high, but your aunt and uncle would always spoil you and get them for you.	Kanji Meaning	-	Kanji_Meaning Level_59
59	甚	Very,Great	"<p class=""element-item primary""> Very </p>,<p class=""element-item""> Great </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>甚</jp-symbol></span><p>Crab Trap</p></radical></div>"	Making a mnemonic for a <radical>crab trap</radical> is <kanji>VERY</kanji> hard. So hard that I couldn't come up with one. But it's very possible that one of you will!<br><br>  - Hint: How hard is it to come up with a good mnemonic for a crab trap? Very hard!	Kanji Meaning	-	Kanji_Meaning Level_59
59	梓	Wood Block	"<p class=""element-item primary""> Wood Block </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol>辛</jp-symbol></span><p>Spicy</p></radical></div>"	You make a <radical>tree</radical> <radical>spicy</radical> by turning it into a <kanji>wood block</kanji> print. The spice comes from all the porn you put on there. What? It wasn't me. Porn wood blocks have been around for ages! <br><br>  - Hint: Imagine the journey a tree took to become a spicy wood block. MmMmm.	Kanji Meaning	-	Kanji_Meaning Level_59
59	崇	Worship,Revere	"<p class=""element-item primary""> Worship </p>,<p class=""element-item""> Revere </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>山</jp-symbol></span><p>Mountain</p></radical><radical class=""component""><span><jp-symbol>宀</jp-symbol></span><p>Roof</p></radical><radical class=""component""><span><jp-symbol>示</jp-symbol></span><p>Jackhammer</p></radical></div>"	Under the <radical>mountain</radical>'s <radical>roof</radical> are people using <radical>jackhammer</radical>s to <kanji>worship</kanji> the gods. The noise from their jackhammering echos up through the mountain and up toward the sky where the gods live. As long as each person uses their own jackhammer, the sound will be loud enough to reach them.<br><br>  - Hint: Man your own jackhammer! (And worship the gods.)	Kanji Meaning	-	Kanji_Meaning Level_59
60	煩	Annoy,Annoying	"<p class=""element-item primary""> Annoy </p>,<p class=""element-item""> Annoying </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>火</jp-symbol></span><p>Fire</p></radical><radical class=""component""><span><jp-symbol>頁</jp-symbol></span><p>Geoduck</p></radical></div>"	Set <radical>fire</radical> to a <radical>geoduck</radical> if you want to <kanji>annoy</kanji> it. Fire won't kill a geoduck, but have you ever been on fire? It's not really pleasant. So you'll just annoy it pretty badly.<br><br>  - Hint: Imagine how annoyed you would be if someone set YOU on fire for no reason. The geoduck has every reason to find you annoying, dude.	Kanji Meaning	-	Kanji_Meaning Level_60
