Level	Kanji	Meaning	Meaning Elements	Radical Components	Meaning Mnemonic	Type	DO NOT CHANGE	Tags
19	暴	Violence	"<p class=""element-item primary""> Violence </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>日</jp-symbol></span><p>Sun</p></radical><radical class=""component""><span><jp-symbol>共</jp-symbol></span><p>Together</p></radical><radical class=""component""><span><jp-symbol>水</jp-symbol></span><p>Water</p></radical></div>"	When the <radical>sun</radical> gets <radical>together</radical> with <radical>water</radical>, only <kanji>violence</kanji> can ensue. They don’t mix well together. The sun loves to fight water and water loves to fight the sun. Lots and lots of violence.<br><br>  - Hint: Picture this violent fight scene in your brain. Imagine water locked in battle with the sun as the sun’s fire flares up and the water starts to sizzle.	Kanji Meaning	-	Kanji_Meaning Level_19 Genki_L15
20	飛	Fly	"<p class=""element-item primary""> Fly </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>飛</jp-symbol></span><p>Fly</p></radical></div>"	The <radical>fly</radical> radical and the <kanji>fly</kanji> kanji are exactly the same! Awesome!	Kanji Meaning	-	Kanji_Meaning Level_20 Genki_L10
20	余	Surplus,Excess	"<p class=""element-item primary""> Surplus </p>,<p class=""element-item""> Excess </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-hat""></i></jp-symbol></span><p>Hat</p></radical><radical class=""component""><span><jp-symbol>示</jp-symbol></span><p>Jackhammer</p></radical></div>"	Regardless of whether or not you wear a <radical>hat</radical> while you <radical>jackhammer</radical>, you’re going to have a <kanji>surplus</kanji> of noise. Jackhammers are loud, and your hat is doing nothing to dampen the racket. There’s a surplus of commotion coming from the jackhammer and onlookers are not amused.<br><br>  - Hint: The hat you’re wearing is ridiculous, giving you a surplus of bad style. Imagine a bunch of people scowling at you, not only because of your crazy hat, but because of the annoying sound of the jackhammer. Hear the obnoxious noise around you as the jackhammer rattles your bones.	Kanji Meaning	-	Kanji_Meaning Level_20 Genki_L8
21	責	Blame	"<p class=""element-item primary""> Blame </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>生</jp-symbol></span><p>Life</p></radical><radical class=""component""><span><jp-symbol>貝</jp-symbol></span><p>Shellfish</p></radical></div>"	The <radical>life</radical> of a <radical>shellfish</radical> is filled with <kanji>blame</kanji>. They take the blame for everything from food poisoning and allergies, to cutting people's feet on beaches.<br><br>  - Hint: Just imagine an innocent little shellfish, living its quiet little life, while everyone's heaping blame on it. It hides in its little shell and tries to deflect all that blame. What a life!	Kanji Meaning	-	Kanji_Meaning Level_21 Genki_L12
21	岡	Hill	"<p class=""element-item primary""> Hill </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>冂</jp-symbol></span><p>Head</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-horns""></i></jp-symbol></span><p>Horns</p></radical><radical class=""component""><span><jp-symbol>一</jp-symbol></span><p>Ground</p></radical><radical class=""component""><span><jp-symbol>山</jp-symbol></span><p>Mountain</p></radical></div>"	You have a scene going on inside your <radical>head</radical>. It is of a pair of <radical>horns</radical> on the <radical>ground</radical> atop a <radical>mountain</radical>. No. It is not just one pair of horns. It is many. So many that they create a giant <kanji>hill</kanji> atop the mountain, which is already pretty high.<br><br>  - Hint: Imagine this hill of horns on top of this mountain. This hill of horns makes it possible for you to get just high enough to touch the top of the sky.	Kanji Meaning	-	Kanji_Meaning Level_21 Genki_L23
21	義	Righteousness	"<p class=""element-item primary""> Righteousness </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>義</jp-symbol></span><p>Righteousness</p></radical></div>"	The kanji and the radical are exactly the same. That means they share meanings as well.<br><br>  - Hint: If you know the radical, you will know the kanji as well!	Kanji Meaning	-	Kanji_Meaning Level_21 Genki_L6
22	示	Indicate,Show	"<p class=""element-item primary""> Indicate </p>,<p class=""element-item""> Show </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>示</jp-symbol></span><p>Jackhammer</p></radical></div>"	You can use a <radical>jackhammer</radical> to <kanji>indicate</kanji> and <kanji>show</kanji> someone where the prize is buried. You buried the prize to keep it safe, but the jackhammer is great at unearthing it. Jackhammers do a great job and show where the treasure lies. They indicate quite clearly where one needs to go.<br><br>  - Hint: Imagine using this jackhammer to show someone where the prize is buried. Feel the vibrations through your hands and the rest of your body.	Kanji Meaning	-	Kanji_Meaning Level_22 Genki_L5
23	鬼	Demon	"<p class=""element-item primary""> Demon </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>鬼</jp-symbol></span><p>Demon</p></radical></div>"	The <radical>demon</radical> radical and the <kanji>demon</kanji> kanji are exactly the same! Wicked!	Kanji Meaning	-	Kanji_Meaning Level_23 Genki_L13
23	革	Leather	"<p class=""element-item primary""> Leather </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>革</jp-symbol></span><p>Leather</p></radical></div>"	The <radical>leather</radical> radical and the <kanji>leather</kanji> kanji are exactly the same! Cool!	Kanji Meaning	-	Kanji_Meaning Level_23 Genki_L2
24	象	Elephant,Phenomenon	"<p class=""element-item primary""> Elephant </p>,<p class=""element-item""> Phenomenon </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>象</jp-symbol></span><p>Elephant</p></radical></div>"	"The <radical>elephant</radical> radical and the <kanji>elephant</kanji> kanji are the same. But! This kanji has another meaning: <kanji>phenomenon</kanji>. If you were the first person to see an elephant, you'd call it that too.<br><br>  - Hint: Picture the first Japanese person to see an elephant. He stops dead in his tracks, points and screams out, ""What a phenomenon!"""	Kanji Meaning	-	Kanji_Meaning Level_24 Genki_L13
26	我	I,Me	"<p class=""element-item primary""> I </p>,<p class=""element-item""> Me </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>我</jp-symbol></span><p>Ego</p></radical></div>"	Your <radical>ego</radical>... it's totally out of control. <kanji>I</kanji> mean, my ego isn't out of control. I'm the greatest. That's <kanji>me</kanji>. But your ego? Ugh, so out of control unlike my amazing ego.<br><br>  - Hint: Just keep going with this sentence about the ego. You can't stop, because really it's your ego that's out of control. That's <kanji>I</kanji> when you're saying it.	Kanji Meaning	-	Kanji_Meaning Level_26 Genki_L23
27	郎	Guy	"<p class=""element-item primary""> Guy </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>良</jp-symbol></span><p>Good</p></radical><radical class=""component""><span><jp-symbol>阝</jp-symbol></span><p>Building</p></radical></div>"	"Inside the ""<radical>Good</radical> <radical>Building</radical>"" there's a single <kanji>guy</kanji>.<br><br>  - Hint: Feel free to walk around the Good Building. There are no things or people, except for that one guy. Who is that guy."	Kanji Meaning	-	Kanji_Meaning Level_27 Genki_L23
27	胃	Stomach	"<p class=""element-item primary""> Stomach </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>田</jp-symbol></span><p>Rice Paddy</p></radical><radical class=""component""><span><jp-symbol>月</jp-symbol></span><p>Moon</p></radical></div>"	If you eat a <radical>rice paddy</radical> the size of the <radical>moon</radical>, your <kanji>stomach</kanji> is going to hurt. All the rice in a rice paddy the size of the moon is way too much rice for anyone to consume. If you do, your stomach is going to ache like crazy.<br><br>  - Hint: Imagine having a whole rice paddy in your stomach. A rice paddy the size of the moon. Your stomach hurts a lot. You feel like you’re going to throw up.	Kanji Meaning	-	Kanji_Meaning Level_27 Genki_L12
28	並	Line Up	"<p class=""element-item primary""> Line Up </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-horns""></i></jp-symbol></span><p>Horns</p></radical><radical class=""component""><span><jp-symbol>一</jp-symbol></span><p>Ground</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-spikes""></i></jp-symbol></span><p>Spikes</p></radical></div>"	You stick <radical>horns</radical> in the <radical>ground</radical> using them as <radical>spikes</radical> and you <kanji>line up</kanji> the horns in a straight line. Horns are pretty much the same thing as spikes once you stick them in the ground, and you line these ones up precisely for optimal protection.<br><br>  - Hint: Imagine yourself lining up these horns in the ground. The spikes are sharp and you poke yourself with one. Ouch. Need to be more careful as you line these up.	Kanji Meaning	-	Kanji_Meaning Level_28 Genki_L10
28	奇	Odd,Strange	"<p class=""element-item primary""> Odd </p>,<p class=""element-item""> Strange </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>奇</jp-symbol></span><p>Odd</p></radical></div>"	The <radical>odd</radical> radical and the <kanji>odd</kanji> kanji are the same. They're both... really <kanji>strange</kanji>.<br><br>  - Hint: Remember how odd this one is?	Kanji Meaning	-	Kanji_Meaning Level_28 Genki_L19
29	臣	Servant,Retainer	"<p class=""element-item primary""> Servant </p>,<p class=""element-item""> Retainer </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>臣</jp-symbol></span><p>Servant</p></radical></div>"	The <radical>servant</radical> radical and the <kanji>servant</kanji> kanji are exactly the same! Just remember that the kanji also means <kanji>retainer</kanji> and you’ll be fine.<br><br>  - Hint: Retainer and servant are basically the same thing, so remembering this one shouldn’t be too hard for you.	Kanji Meaning	-	Kanji_Meaning Level_29 Genki_L12
30	系	Lineage	"<p class=""element-item primary""> Lineage </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>系</jp-symbol></span><p>Lineage</p></radical></div>"	The <radical>lineage</radical> radical and the <kanji>lineage</kanji> kanji are the same.<br><br>  - Hint: Know your radicals, yo!	Kanji Meaning	-	Kanji_Meaning Level_30 Genki_L10
31	倉	Warehouse	"<p class=""element-item primary""> Warehouse </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>倉</jp-symbol></span><p>Warehouse</p></radical></div>"	The <radical>warehouse</radical> radical and the <kanji>warehouse</kanji> kanji are the same!<br><br>  - Hint: Know your radicals, yo!	Kanji Meaning	-	Kanji_Meaning Level_31 Genki_L10
33	蔵	Storehouse	"<p class=""element-item primary""> Storehouse </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>蔵</jp-symbol></span><p>Storehouse</p></radical></div>"	The <radical>storehouse</radical> radical and the <kanji>storehouse</kanji> kanji meanings are the same. If you know the radical, you know the kanji!<br><br>  - Hint: Your brain is like a storehouse, you know? Hopefully that's where you kept your storehouse knowledge.	Kanji Meaning	-	Kanji_Meaning Level_33 Genki_L18
35	舎	Cottage	"<p class=""element-item primary""> Cottage </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>舎</jp-symbol></span><p>Cottage</p></radical></div>"	The kanji and the radical that look like this are exactly the same. They are both <kanji>cottage</kanji>.<br><br>  - Hint: As long as you know the radical cottage, you know the kanji cottage.	Kanji Meaning	-	Kanji_Meaning Level_35 Genki_L8
